,label,path_to_image
139,1,../data/mnist_train/10121-1.jpg
140,7,../data/mnist_train/10122-7.jpg
141,2,../data/mnist_train/10123-2.jpg
142,9,../data/mnist_train/10124-9.jpg
143,3,../data/mnist_train/10125-3.jpg
144,5,../data/mnist_train/10126-5.jpg
145,7,../data/mnist_train/10127-7.jpg
146,9,../data/mnist_train/10128-9.jpg
147,8,../data/mnist_train/10129-8.jpg
148,6,../data/mnist_train/1013-6.jpg
149,0,../data/mnist_train/10130-0.jpg
150,9,../data/mnist_train/10131-9.jpg
151,2,../data/mnist_train/10132-2.jpg
152,0,../data/mnist_train/10133-0.jpg
153,6,../data/mnist_train/10134-6.jpg
154,1,../data/mnist_train/10135-1.jpg
155,5,../data/mnist_train/10136-5.jpg
156,2,../data/mnist_train/10137-2.jpg
157,1,../data/mnist_train/10138-1.jpg
158,3,../data/mnist_train/10139-3.jpg
159,7,../data/mnist_train/1014-7.jpg
160,5,../data/mnist_train/10140-5.jpg
161,4,../data/mnist_train/10141-4.jpg
162,0,../data/mnist_train/10142-0.jpg
163,5,../data/mnist_train/10143-5.jpg
164,5,../data/mnist_train/10144-5.jpg
165,6,../data/mnist_train/10145-6.jpg
166,9,../data/mnist_train/10146-9.jpg
167,7,../data/mnist_train/10147-7.jpg
168,1,../data/mnist_train/10148-1.jpg
169,8,../data/mnist_train/10149-8.jpg
170,7,../data/mnist_train/1015-7.jpg
171,0,../data/mnist_train/10150-0.jpg
172,9,../data/mnist_train/10151-9.jpg
173,1,../data/mnist_train/10152-1.jpg
174,2,../data/mnist_train/10153-2.jpg
175,1,../data/mnist_train/10154-1.jpg
176,5,../data/mnist_train/10155-5.jpg
177,0,../data/mnist_train/10156-0.jpg
178,1,../data/mnist_train/10157-1.jpg
179,8,../data/mnist_train/10158-8.jpg
180,6,../data/mnist_train/10159-6.jpg
181,3,../data/mnist_train/1016-3.jpg
182,0,../data/mnist_train/10160-0.jpg
183,4,../data/mnist_train/10161-4.jpg
184,9,../data/mnist_train/10162-9.jpg
185,3,../data/mnist_train/10163-3.jpg
186,1,../data/mnist_train/10164-1.jpg
187,9,../data/mnist_train/10165-9.jpg
188,6,../data/mnist_train/10166-6.jpg
189,9,../data/mnist_train/10167-9.jpg
190,7,../data/mnist_train/10168-7.jpg
191,0,../data/mnist_train/10169-0.jpg
192,8,../data/mnist_train/1017-8.jpg
193,9,../data/mnist_train/10170-9.jpg
194,9,../data/mnist_train/10171-9.jpg
195,7,../data/mnist_train/10172-7.jpg
196,7,../data/mnist_train/10173-7.jpg
197,3,../data/mnist_train/10174-3.jpg
198,1,../data/mnist_train/10175-1.jpg
199,3,../data/mnist_train/10176-3.jpg
200,6,../data/mnist_train/10177-6.jpg
201,5,../data/mnist_train/10178-5.jpg
202,4,../data/mnist_train/10179-4.jpg
203,5,../data/mnist_train/1018-5.jpg
204,4,../data/mnist_train/10180-4.jpg
205,3,../data/mnist_train/10181-3.jpg
206,1,../data/mnist_train/10182-1.jpg
207,6,../data/mnist_train/10183-6.jpg
208,4,../data/mnist_train/10184-4.jpg
209,2,../data/mnist_train/10185-2.jpg
210,3,../data/mnist_train/10186-3.jpg
211,2,../data/mnist_train/10187-2.jpg
212,6,../data/mnist_train/10188-6.jpg
213,0,../data/mnist_train/10189-0.jpg
214,9,../data/mnist_train/1019-9.jpg
215,6,../data/mnist_train/10190-6.jpg
216,0,../data/mnist_train/10191-0.jpg
217,7,../data/mnist_train/10192-7.jpg
218,5,../data/mnist_train/10193-5.jpg
219,9,../data/mnist_train/10194-9.jpg
220,9,../data/mnist_train/10195-9.jpg
221,6,../data/mnist_train/10196-6.jpg
222,5,../data/mnist_train/10197-5.jpg
223,0,../data/mnist_train/10198-0.jpg
224,7,../data/mnist_train/10199-7.jpg
225,3,../data/mnist_train/102-3.jpg
226,1,../data/mnist_train/1020-1.jpg
227,7,../data/mnist_train/10200-7.jpg
228,3,../data/mnist_train/10201-3.jpg
229,7,../data/mnist_train/10202-7.jpg
230,2,../data/mnist_train/10203-2.jpg
231,7,../data/mnist_train/10204-7.jpg
232,2,../data/mnist_train/10205-2.jpg
233,5,../data/mnist_train/10206-5.jpg
234,4,../data/mnist_train/10207-4.jpg
235,0,../data/mnist_train/10208-0.jpg
236,7,../data/mnist_train/10209-7.jpg
237,1,../data/mnist_train/1021-1.jpg
238,3,../data/mnist_train/10210-3.jpg
239,6,../data/mnist_train/10211-6.jpg
240,9,../data/mnist_train/10212-9.jpg
241,7,../data/mnist_train/10213-7.jpg
242,4,../data/mnist_train/10214-4.jpg
243,7,../data/mnist_train/10215-7.jpg
244,3,../data/mnist_train/10216-3.jpg
245,2,../data/mnist_train/10217-2.jpg
246,4,../data/mnist_train/10218-4.jpg
247,8,../data/mnist_train/10219-8.jpg
248,8,../data/mnist_train/1022-8.jpg
249,6,../data/mnist_train/10220-6.jpg
250,8,../data/mnist_train/10221-8.jpg
251,9,../data/mnist_train/10222-9.jpg
252,2,../data/mnist_train/10223-2.jpg
253,1,../data/mnist_train/10224-1.jpg
254,8,../data/mnist_train/10225-8.jpg
255,3,../data/mnist_train/10226-3.jpg
256,3,../data/mnist_train/10227-3.jpg
257,2,../data/mnist_train/10228-2.jpg
258,7,../data/mnist_train/10229-7.jpg
259,0,../data/mnist_train/1023-0.jpg
260,7,../data/mnist_train/10230-7.jpg
261,1,../data/mnist_train/10231-1.jpg
262,5,../data/mnist_train/10232-5.jpg
263,3,../data/mnist_train/10233-3.jpg
264,6,../data/mnist_train/10234-6.jpg
265,9,../data/mnist_train/10235-9.jpg
266,8,../data/mnist_train/10236-8.jpg
267,0,../data/mnist_train/10237-0.jpg
268,5,../data/mnist_train/10238-5.jpg
269,9,../data/mnist_train/10239-9.jpg
270,6,../data/mnist_train/1024-6.jpg
271,1,../data/mnist_train/10240-1.jpg
272,1,../data/mnist_train/10241-1.jpg
273,0,../data/mnist_train/10242-0.jpg
274,7,../data/mnist_train/10243-7.jpg
275,9,../data/mnist_train/10244-9.jpg
276,3,../data/mnist_train/10245-3.jpg
277,3,../data/mnist_train/10246-3.jpg
278,8,../data/mnist_train/10247-8.jpg
279,8,../data/mnist_train/10248-8.jpg
280,0,../data/mnist_train/10249-0.jpg
281,4,../data/mnist_train/1025-4.jpg
282,3,../data/mnist_train/10250-3.jpg
283,3,../data/mnist_train/10251-3.jpg
284,1,../data/mnist_train/10252-1.jpg
285,9,../data/mnist_train/10253-9.jpg
286,7,../data/mnist_train/10254-7.jpg
287,1,../data/mnist_train/10255-1.jpg
288,7,../data/mnist_train/10256-7.jpg
289,6,../data/mnist_train/10257-6.jpg
290,8,../data/mnist_train/10258-8.jpg
291,4,../data/mnist_train/10259-4.jpg
292,5,../data/mnist_train/1026-5.jpg
293,7,../data/mnist_train/10260-7.jpg
294,3,../data/mnist_train/10261-3.jpg
295,2,../data/mnist_train/10262-2.jpg
296,2,../data/mnist_train/10263-2.jpg
297,1,../data/mnist_train/10264-1.jpg
298,1,../data/mnist_train/10265-1.jpg
299,1,../data/mnist_train/10266-1.jpg
300,8,../data/mnist_train/10267-8.jpg
301,9,../data/mnist_train/10268-9.jpg
302,6,../data/mnist_train/10269-6.jpg
303,5,../data/mnist_train/1027-5.jpg
304,2,../data/mnist_train/10270-2.jpg
305,1,../data/mnist_train/10271-1.jpg
306,2,../data/mnist_train/10272-2.jpg
307,5,../data/mnist_train/10273-5.jpg
308,4,../data/mnist_train/10274-4.jpg
309,0,../data/mnist_train/10275-0.jpg
310,7,../data/mnist_train/10276-7.jpg
311,1,../data/mnist_train/10277-1.jpg
312,2,../data/mnist_train/10278-2.jpg
313,2,../data/mnist_train/10279-2.jpg
314,4,../data/mnist_train/1028-4.jpg
315,6,../data/mnist_train/10280-6.jpg
316,3,../data/mnist_train/10281-3.jpg
317,8,../data/mnist_train/10282-8.jpg
318,4,../data/mnist_train/10283-4.jpg
319,5,../data/mnist_train/10284-5.jpg
320,5,../data/mnist_train/10285-5.jpg
321,8,../data/mnist_train/10286-8.jpg
322,6,../data/mnist_train/10287-6.jpg
323,0,../data/mnist_train/10288-0.jpg
324,8,../data/mnist_train/10289-8.jpg
325,6,../data/mnist_train/1029-6.jpg
326,1,../data/mnist_train/10290-1.jpg
327,0,../data/mnist_train/10291-0.jpg
328,3,../data/mnist_train/10292-3.jpg
329,1,../data/mnist_train/10293-1.jpg
330,4,../data/mnist_train/10294-4.jpg
331,2,../data/mnist_train/10295-2.jpg
332,2,../data/mnist_train/10296-2.jpg
333,3,../data/mnist_train/10297-3.jpg
334,4,../data/mnist_train/10298-4.jpg
335,4,../data/mnist_train/10299-4.jpg
336,2,../data/mnist_train/103-2.jpg
337,8,../data/mnist_train/1030-8.jpg
338,1,../data/mnist_train/10300-1.jpg
339,5,../data/mnist_train/10301-5.jpg
340,9,../data/mnist_train/10302-9.jpg
341,6,../data/mnist_train/10303-6.jpg
342,5,../data/mnist_train/10304-5.jpg
343,7,../data/mnist_train/10305-7.jpg
344,5,../data/mnist_train/10306-5.jpg
345,8,../data/mnist_train/10307-8.jpg
346,1,../data/mnist_train/10308-1.jpg
347,9,../data/mnist_train/10309-9.jpg
348,6,../data/mnist_train/1031-6.jpg
349,4,../data/mnist_train/10310-4.jpg
350,0,../data/mnist_train/10311-0.jpg
351,9,../data/mnist_train/10312-9.jpg
352,4,../data/mnist_train/10313-4.jpg
353,6,../data/mnist_train/10314-6.jpg
354,5,../data/mnist_train/10315-5.jpg
355,1,../data/mnist_train/10316-1.jpg
356,6,../data/mnist_train/10317-6.jpg
357,0,../data/mnist_train/10318-0.jpg
358,7,../data/mnist_train/10319-7.jpg
359,3,../data/mnist_train/1032-3.jpg
360,6,../data/mnist_train/10320-6.jpg
361,8,../data/mnist_train/10321-8.jpg
362,3,../data/mnist_train/10322-3.jpg
363,9,../data/mnist_train/10323-9.jpg
364,6,../data/mnist_train/10324-6.jpg
365,0,../data/mnist_train/10325-0.jpg
366,9,../data/mnist_train/10326-9.jpg
367,7,../data/mnist_train/10327-7.jpg
368,2,../data/mnist_train/10328-2.jpg
369,0,../data/mnist_train/10329-0.jpg
370,3,../data/mnist_train/1033-3.jpg
371,0,../data/mnist_train/10330-0.jpg
372,7,../data/mnist_train/10331-7.jpg
373,3,../data/mnist_train/10332-3.jpg
374,8,../data/mnist_train/10333-8.jpg
375,6,../data/mnist_train/10334-6.jpg
376,3,../data/mnist_train/10335-3.jpg
377,3,../data/mnist_train/10336-3.jpg
378,5,../data/mnist_train/10337-5.jpg
379,6,../data/mnist_train/10338-6.jpg
380,3,../data/mnist_train/10339-3.jpg
381,0,../data/mnist_train/1034-0.jpg
382,7,../data/mnist_train/10340-7.jpg
383,8,../data/mnist_train/10341-8.jpg
384,3,../data/mnist_train/10342-3.jpg
385,8,../data/mnist_train/10343-8.jpg
386,0,../data/mnist_train/10344-0.jpg
387,1,../data/mnist_train/10345-1.jpg
388,3,../data/mnist_train/10346-3.jpg
389,4,../data/mnist_train/10347-4.jpg
390,6,../data/mnist_train/10348-6.jpg
391,9,../data/mnist_train/10349-9.jpg
392,4,../data/mnist_train/1035-4.jpg
393,3,../data/mnist_train/10350-3.jpg
394,6,../data/mnist_train/10351-6.jpg
395,4,../data/mnist_train/10352-4.jpg
396,1,../data/mnist_train/10353-1.jpg
397,9,../data/mnist_train/10354-9.jpg
398,8,../data/mnist_train/10355-8.jpg
399,1,../data/mnist_train/10356-1.jpg
400,9,../data/mnist_train/10357-9.jpg
401,5,../data/mnist_train/10358-5.jpg
402,4,../data/mnist_train/10359-4.jpg
403,9,../data/mnist_train/1036-9.jpg
404,9,../data/mnist_train/10360-9.jpg
405,1,../data/mnist_train/10361-1.jpg
406,5,../data/mnist_train/10362-5.jpg
407,2,../data/mnist_train/10363-2.jpg
408,8,../data/mnist_train/10364-8.jpg
409,5,../data/mnist_train/10365-5.jpg
410,8,../data/mnist_train/10366-8.jpg
411,9,../data/mnist_train/10367-9.jpg
412,2,../data/mnist_train/10368-2.jpg
413,9,../data/mnist_train/10369-9.jpg
414,4,../data/mnist_train/1037-4.jpg
415,6,../data/mnist_train/10370-6.jpg
416,5,../data/mnist_train/10371-5.jpg
417,3,../data/mnist_train/10372-3.jpg
418,4,../data/mnist_train/10373-4.jpg
419,5,../data/mnist_train/10374-5.jpg
420,3,../data/mnist_train/10375-3.jpg
421,4,../data/mnist_train/10376-4.jpg
422,3,../data/mnist_train/10377-3.jpg
423,5,../data/mnist_train/10378-5.jpg
424,3,../data/mnist_train/10379-3.jpg
425,2,../data/mnist_train/1038-2.jpg
426,1,../data/mnist_train/10380-1.jpg
427,9,../data/mnist_train/10381-9.jpg
428,0,../data/mnist_train/10382-0.jpg
429,0,../data/mnist_train/10383-0.jpg
430,6,../data/mnist_train/10384-6.jpg
431,1,../data/mnist_train/10385-1.jpg
432,6,../data/mnist_train/10386-6.jpg
433,9,../data/mnist_train/10387-9.jpg
434,3,../data/mnist_train/10388-3.jpg
435,1,../data/mnist_train/10389-1.jpg
436,2,../data/mnist_train/1039-2.jpg
437,5,../data/mnist_train/10390-5.jpg
438,2,../data/mnist_train/10391-2.jpg
439,1,../data/mnist_train/10392-1.jpg
440,7,../data/mnist_train/10393-7.jpg
441,4,../data/mnist_train/10394-4.jpg
442,9,../data/mnist_train/10395-9.jpg
443,1,../data/mnist_train/10396-1.jpg
444,1,../data/mnist_train/10397-1.jpg
445,5,../data/mnist_train/10398-5.jpg
446,0,../data/mnist_train/10399-0.jpg
447,2,../data/mnist_train/104-2.jpg
448,3,../data/mnist_train/1040-3.jpg
449,4,../data/mnist_train/10400-4.jpg
450,6,../data/mnist_train/10401-6.jpg
451,5,../data/mnist_train/10402-5.jpg
452,2,../data/mnist_train/10403-2.jpg
453,6,../data/mnist_train/10404-6.jpg
454,4,../data/mnist_train/10405-4.jpg
455,8,../data/mnist_train/10406-8.jpg
456,0,../data/mnist_train/10407-0.jpg
457,8,../data/mnist_train/10408-8.jpg
458,3,../data/mnist_train/10409-3.jpg
459,8,../data/mnist_train/1041-8.jpg
460,7,../data/mnist_train/10410-7.jpg
461,8,../data/mnist_train/10411-8.jpg
462,3,../data/mnist_train/10412-3.jpg
463,9,../data/mnist_train/10413-9.jpg
464,9,../data/mnist_train/10414-9.jpg
465,5,../data/mnist_train/10415-5.jpg
466,4,../data/mnist_train/10416-4.jpg
467,6,../data/mnist_train/10417-6.jpg
468,2,../data/mnist_train/10418-2.jpg
469,6,../data/mnist_train/10419-6.jpg
470,9,../data/mnist_train/1042-9.jpg
471,4,../data/mnist_train/10420-4.jpg
472,5,../data/mnist_train/10421-5.jpg
473,7,../data/mnist_train/10422-7.jpg
474,1,../data/mnist_train/10423-1.jpg
475,8,../data/mnist_train/10424-8.jpg
476,7,../data/mnist_train/10425-7.jpg
477,4,../data/mnist_train/10426-4.jpg
478,1,../data/mnist_train/10427-1.jpg
479,1,../data/mnist_train/10428-1.jpg
480,4,../data/mnist_train/10429-4.jpg
481,1,../data/mnist_train/1043-1.jpg
482,8,../data/mnist_train/10430-8.jpg
483,6,../data/mnist_train/10431-6.jpg
484,4,../data/mnist_train/10432-4.jpg
485,9,../data/mnist_train/10433-9.jpg
486,2,../data/mnist_train/10434-2.jpg
487,1,../data/mnist_train/10435-1.jpg
488,8,../data/mnist_train/10436-8.jpg
489,3,../data/mnist_train/10437-3.jpg
490,1,../data/mnist_train/10438-1.jpg
491,1,../data/mnist_train/10439-1.jpg
492,2,../data/mnist_train/1044-2.jpg
493,2,../data/mnist_train/10440-2.jpg
494,6,../data/mnist_train/10441-6.jpg
495,0,../data/mnist_train/10442-0.jpg
496,3,../data/mnist_train/10443-3.jpg
497,5,../data/mnist_train/10444-5.jpg
498,0,../data/mnist_train/10445-0.jpg
499,9,../data/mnist_train/10446-9.jpg
500,6,../data/mnist_train/10447-6.jpg
501,6,../data/mnist_train/10448-6.jpg
502,7,../data/mnist_train/10449-7.jpg
503,0,../data/mnist_train/1045-0.jpg
504,6,../data/mnist_train/10450-6.jpg
505,1,../data/mnist_train/10451-1.jpg
506,7,../data/mnist_train/10452-7.jpg
507,3,../data/mnist_train/10453-3.jpg
508,0,../data/mnist_train/10454-0.jpg
509,8,../data/mnist_train/10455-8.jpg
510,4,../data/mnist_train/10456-4.jpg
511,2,../data/mnist_train/10457-2.jpg
512,8,../data/mnist_train/10458-8.jpg
513,6,../data/mnist_train/10459-6.jpg
514,7,../data/mnist_train/1046-7.jpg
515,7,../data/mnist_train/10460-7.jpg
516,2,../data/mnist_train/10461-2.jpg
517,5,../data/mnist_train/10462-5.jpg
518,6,../data/mnist_train/10463-6.jpg
519,5,../data/mnist_train/10464-5.jpg
520,7,../data/mnist_train/10465-7.jpg
521,2,../data/mnist_train/10466-2.jpg
522,8,../data/mnist_train/10467-8.jpg
523,7,../data/mnist_train/10468-7.jpg
524,7,../data/mnist_train/10469-7.jpg
525,6,../data/mnist_train/1047-6.jpg
526,2,../data/mnist_train/10470-2.jpg
527,0,../data/mnist_train/10471-0.jpg
528,3,../data/mnist_train/10472-3.jpg
529,1,../data/mnist_train/10473-1.jpg
530,3,../data/mnist_train/10474-3.jpg
531,2,../data/mnist_train/10475-2.jpg
532,2,../data/mnist_train/10476-2.jpg
533,3,../data/mnist_train/10477-3.jpg
534,6,../data/mnist_train/10478-6.jpg
535,4,../data/mnist_train/10479-4.jpg
536,3,../data/mnist_train/1048-3.jpg
537,0,../data/mnist_train/10480-0.jpg
538,5,../data/mnist_train/10481-5.jpg
539,3,../data/mnist_train/10482-3.jpg
540,6,../data/mnist_train/10483-6.jpg
541,6,../data/mnist_train/10484-6.jpg
542,7,../data/mnist_train/10485-7.jpg
543,3,../data/mnist_train/10486-3.jpg
544,8,../data/mnist_train/10487-8.jpg
545,5,../data/mnist_train/10488-5.jpg
546,9,../data/mnist_train/10489-9.jpg
547,4,../data/mnist_train/1049-4.jpg
548,7,../data/mnist_train/10490-7.jpg
549,0,../data/mnist_train/10491-0.jpg
550,0,../data/mnist_train/10492-0.jpg
551,1,../data/mnist_train/10493-1.jpg
552,7,../data/mnist_train/10494-7.jpg
553,2,../data/mnist_train/10495-2.jpg
554,3,../data/mnist_train/10496-3.jpg
555,3,../data/mnist_train/10497-3.jpg
556,9,../data/mnist_train/10498-9.jpg
557,7,../data/mnist_train/10499-7.jpg
558,4,../data/mnist_train/105-4.jpg
559,7,../data/mnist_train/1050-7.jpg
560,6,../data/mnist_train/10500-6.jpg
561,8,../data/mnist_train/10501-8.jpg
562,8,../data/mnist_train/10502-8.jpg
563,9,../data/mnist_train/10503-9.jpg
564,0,../data/mnist_train/10504-0.jpg
565,0,../data/mnist_train/10505-0.jpg
566,2,../data/mnist_train/10506-2.jpg
567,1,../data/mnist_train/10507-1.jpg
568,0,../data/mnist_train/10508-0.jpg
569,2,../data/mnist_train/10509-2.jpg
570,9,../data/mnist_train/1051-9.jpg
571,2,../data/mnist_train/10510-2.jpg
572,3,../data/mnist_train/10511-3.jpg
573,9,../data/mnist_train/10512-9.jpg
574,7,../data/mnist_train/10513-7.jpg
575,4,../data/mnist_train/10514-4.jpg
576,8,../data/mnist_train/10515-8.jpg
577,0,../data/mnist_train/10516-0.jpg
578,9,../data/mnist_train/10517-9.jpg
579,7,../data/mnist_train/10518-7.jpg
580,3,../data/mnist_train/10519-3.jpg
581,1,../data/mnist_train/1052-1.jpg
582,0,../data/mnist_train/10520-0.jpg
583,4,../data/mnist_train/10521-4.jpg
584,8,../data/mnist_train/10522-8.jpg
585,1,../data/mnist_train/10523-1.jpg
586,0,../data/mnist_train/10524-0.jpg
587,4,../data/mnist_train/10525-4.jpg
588,6,../data/mnist_train/10526-6.jpg
589,6,../data/mnist_train/10527-6.jpg
590,5,../data/mnist_train/10528-5.jpg
591,6,../data/mnist_train/10529-6.jpg
592,7,../data/mnist_train/1053-7.jpg
593,0,../data/mnist_train/10530-0.jpg
594,7,../data/mnist_train/10531-7.jpg
595,8,../data/mnist_train/10532-8.jpg
596,3,../data/mnist_train/10533-3.jpg
597,3,../data/mnist_train/10534-3.jpg
598,3,../data/mnist_train/10535-3.jpg
599,1,../data/mnist_train/10536-1.jpg
600,2,../data/mnist_train/10537-2.jpg
601,5,../data/mnist_train/10538-5.jpg
602,1,../data/mnist_train/10539-1.jpg
603,7,../data/mnist_train/1054-7.jpg
604,3,../data/mnist_train/10540-3.jpg
605,9,../data/mnist_train/10541-9.jpg
606,0,../data/mnist_train/10542-0.jpg
607,4,../data/mnist_train/10543-4.jpg
608,3,../data/mnist_train/10544-3.jpg
609,7,../data/mnist_train/10545-7.jpg
610,8,../data/mnist_train/10546-8.jpg
611,3,../data/mnist_train/10547-3.jpg
612,1,../data/mnist_train/10548-1.jpg
613,5,../data/mnist_train/10549-5.jpg
614,2,../data/mnist_train/1055-2.jpg
615,1,../data/mnist_train/10550-1.jpg
616,4,../data/mnist_train/10551-4.jpg
617,5,../data/mnist_train/10552-5.jpg
618,9,../data/mnist_train/10553-9.jpg
619,7,../data/mnist_train/10554-7.jpg
620,1,../data/mnist_train/10555-1.jpg
621,4,../data/mnist_train/10556-4.jpg
622,1,../data/mnist_train/10557-1.jpg
623,5,../data/mnist_train/10558-5.jpg
624,0,../data/mnist_train/10559-0.jpg
625,2,../data/mnist_train/1056-2.jpg
626,9,../data/mnist_train/10560-9.jpg
627,1,../data/mnist_train/10561-1.jpg
628,9,../data/mnist_train/10562-9.jpg
629,4,../data/mnist_train/10563-4.jpg
630,0,../data/mnist_train/10564-0.jpg
631,6,../data/mnist_train/10565-6.jpg
632,0,../data/mnist_train/10566-0.jpg
633,0,../data/mnist_train/10567-0.jpg
634,4,../data/mnist_train/10568-4.jpg
